a5d8985de3e6c84aeccbf8ef524abcc64c965b7b,DELETE,regular-file,.vs/slnx.sqlite,3489792,
44b2727dfa1ac4f7fa9788ebc9f4e71bb41a1c03,DELETE,regular-file,myaaafn.pdf,10487618,
7ee97b4426c9246170a5debf0ca5452d5b2deb75,DELETE,regular-file,pdf.worker.js,1422095,
83914771d97f568330d229008833f997733d0497,DELETE,regular-file,public/WebViewer/doc/quicksearch.html,3411863,
ba36be09cb4630db0ea97408d518953eee9e9a4d,DELETE,regular-file,public/WebViewer/lib/core/office/WebOfficeWorker.gz.js.mem,3342032,
609a35fdaf716815368157eb46dda20818e20aa0,DELETE,regular-file,public/WebViewer/lib/core/office/WebOfficeWorker.gz.mem,2716941,
53f4e3b2a63307e2164d6f3ec998f328b768dfdf,DELETE,regular-file,public/WebViewer/lib/core/office/WebOfficeWorker.pexe,22547220,
12619c038ebb8d66a3e485ff1f5d4add6c638b05,DELETE,regular-file,public/WebViewer/lib/core/office/WebOfficeWorkerWasm.br.wasm,4038470,
b3edea941cd9eb57665da6793538531b7d29e653,DELETE,regular-file,public/WebViewer/lib/core/pdf/PDFNet.js,1437183,
6a23ad6a1a4db0126ec5c3d76aeb4fde18382c83,DELETE,regular-file,public/WebViewer/lib/core/pdf/full/PDFNetC.gz.js.mem,5262096,
3c8e17dd4aa94012181fb36c4428878f66f107fe,DELETE,regular-file,public/WebViewer/lib/core/pdf/full/PDFNetC.js,26092202,
90c36995123c2b8be25a297bd8228a03233bc01b,DELETE,regular-file,public/WebViewer/lib/core/pdf/full/PDFNetC.js.mem,2518974,
d473a16773a9b434810e281a0ab2fb020181f576,DELETE,regular-file,public/WebViewer/lib/core/pdf/full/PDFNetCWasm.br.wasm,3648190,
608952d362ed9ea6d4c973f0f38b162de9bb4fd4,DELETE,regular-file,public/WebViewer/lib/core/pdf/full/PDFNetCWasm.wasm,16103732,
7b925f665b5c44511669dfd00e1374285d7b1281,DELETE,regular-file,public/WebViewer/lib/core/pdf/full/PDFWorker.pexe,21452496,
8b5c5013744d61efd67763ff4128ec7d5981e2e7,DELETE,regular-file,public/WebViewer/lib/core/pdf/lean/PDFNetC.gz.js.mem,2892076,
9a7441b87d8e4ce99a2c4d5e95a2387affb19750,DELETE,regular-file,public/WebViewer/lib/core/pdf/lean/PDFNetC.js,12330300,
0cc891bd7d33f0b10b17ea12bce6744b5cc36b28,DELETE,regular-file,public/WebViewer/lib/core/pdf/lean/PDFNetCWasm.br.wasm,1751471,
cb883d143e9a88d967aad15eea6eb5ea216eef88,DELETE,regular-file,public/WebViewer/lib/core/pdf/lean/PDFNetCWasm.wasm,7048696,
2d0e7325f663c0f2cd33de82caa13fce132d9c77,DELETE,regular-file,public/WebViewer/lib/core/pdf/lean/PDFWorker.pexe,9070644,
2a7ea501900268c09a8b25f54d529c5de0136836,DELETE,regular-file,public/WebViewer/lib/core/pdf/pdfnet.res,1762214,
419e8313d7f78f016960926cc2327a1c97cc8719,DELETE,regular-file,public/WebViewer/samples/files/cheetahs.pdf,1192106,
5e1882f9dc517febc9ccbe0ebe6f225daa5c94cc,DELETE,regular-file,public/WebViewer/samples/files/construction-drawing-final.pdf,1177480,
842e2fc5cff7622649b381698b80dbf7686e4b74,DELETE,regular-file,public/WebViewer/samples/files/encrypted-foobar12.pdf,1084630,
1331a4ecc36240a9854939a3836ffcb3e4f35178,DELETE,regular-file,public/WebViewer/samples/full-apis/DeckJSTest/newsletter.pdf,1168545,
2cb85d95f0d11d063f0132f8bf952dccf49b512b,DELETE,regular-file,public/WebViewer/samples/full-apis/TestFiles/1Fplus.pdf,1855069,
1c359a8ed0b5ee0cf5424abb68752f25da237536,DELETE,regular-file,public/WebViewer/samples/full-apis/TestFiles/4.pdf,1371791,
1331a4ecc36240a9854939a3836ffcb3e4f35178,DELETE,regular-file,public/WebViewer/samples/full-apis/TestFiles/newsletter.pdf,1168545,
28017401eeb17bb6f952d8a9b669a17136375e6f,DELETE,regular-file,public/WebViewer/samples/full-apis/TestFiles/newsletter.xod,1455810,
c9c05c1c3c94e814e5a79831f6815f68b070d581,DELETE,regular-file,public/fontawesome-free-5.6.3-web/js/all.js,1170441,
2daea97c73b7091c42cee45cf7b64d8e60e0057e,DELETE,regular-file,public/fontawesome-free-5.6.3-web/js/all.min.js,1113926,
78a19434a97e495c96938eadf997cbb67536b308,DELETE,regular-file,public/fontawesome-free-5.6.3-web/metadata/icons.json,2952625,
7a4bf7ea25de67d922dd474c6f490ebe00515482,DELETE,regular-file,public/js/pdfjsOriginal/build/pdf.js.map,1190176,
8a362bd75c0773aef8ad3949feed6ed922823e55,DELETE,regular-file,public/js/pdfjsOriginal/build/pdf.worker.js,1624825,
209781c691f10afc1027d800a136d6043afd2716,DELETE,regular-file,public/js/pdfjsOriginal/build/pdf.worker.js.map,3111266,
